neuron,iou,feature_length,best lab,w_nothing,w_left,w_main,w_right
643,0.6044808272296424,6,((((NOT Large Angle (left)) AND (V_y Low OR V_y Upward)) OR Left Leg reach ground) OR Angular Velocity High (right)),0.25234053,0.12503086,-0.1142796,-0.12871203
242,0.5869077471294708,8,(((((NOT Right Leg reach ground) AND Angle Near 0) OR Large Angle (right)) AND (NOT Angular Velocity High (left))) AND (NOT Right Leg reach ground)),-0.024970597,-0.05557422,0.007889726,0.065750994
723,0.5706654796349877,5,((((V_y High OR Y Coord Far From Ground) AND Angle Near 0) AND V_y Low) OR Angular Velocity High (right)),-0.010208688,0.052800898,-0.029686008,-0.0026215606
844,0.5537390251286709,6,(((Left Leg reach ground OR V_y Upward) AND (NOT Angular Velocity High (left))) AND (NOT Large Angle (right))),0.058160875,0.067143545,-0.040643256,-0.06377145
617,0.5338777979431337,6,((((Angular Velocity High (left) OR Left Leg reach ground) OR Large Angle (right)) AND (NOT Y Coord Far From Ground)) OR Angular Velocity High (left)),-0.03672721,0.011198564,0.04240845,0.013991727
188,0.51062704874696,6,((((V_y Low OR V_y Upward) OR Y Coord Near Ground) AND (NOT Large Angle (left))) OR Left Leg reach ground),-0.020224325,-0.014022967,0.04248997,-0.011060358
147,0.5093408530137469,7,((((Angular Velocity High (right) OR Right Leg reach ground) AND (NOT X Coord Outside Wider Center)) AND V_x Low) AND (NOT Large Angle (left))),0.040617056,-0.008389719,-0.0051722387,0.0030837716
494,0.5006083782374413,6,((((NOT Angular Velocity High (left)) AND Y Coord Near Ground) AND (NOT Large Angle (right))) AND V_x Low),-0.09311739,-0.23975195,-0.24159257,0.44458404
497,0.5004582951420715,8,((((Angular Velocity High (right) OR Large Angle (right)) AND (NOT Y Coord Far From Ground)) AND (NOT Left Leg reach ground)) AND (NOT Right Leg reach ground)),-0.023535114,-0.033811036,-0.00224238,0.007638595
108,0.4848935116394254,6,((((Large Angle (right) OR Y Coord Far From Ground) OR V_y High) AND V_y Low) AND (NOT Angular Velocity High (left))),-0.2840908,0.07887353,0.21929523,0.10623786
457,0.4848484848484848,6,(((((NOT Left Leg reach ground) AND Y Coord Near Ground) AND X Coord In Center) AND Angle Near 0) AND V_x Low),-0.036834095,-0.01028641,0.023831774,-0.03230855
24,0.4777070063694267,4,(((V_y High AND V_y Low) AND X Coord In Center) AND Angle Near 0),0.0038598569,-0.10760565,-0.0071668425,0.07340578
606,0.4748603351955307,6,(((NOT Right Leg reach ground) AND (V_y Low OR V_y Upward)) AND (NOT Angular Velocity High (left))),-0.045263615,0.09092694,-0.061754916,0.06448375
142,0.4694318427306113,7,((((Angular Velocity High (left) OR Y Coord Far From Ground) AND (NOT Large Angle (right))) OR Large Angle (left)) AND (NOT Angular Velocity High (right))),0.13872454,0.3370697,-0.0450129,-0.49219355
205,0.4496026767043078,5,(((V_y Low AND Y Coord Far From Ground) AND Angle Near 0) AND (NOT X Coord Outside Wider Center)),-0.008511167,0.14751582,0.016642649,-0.06893369
589,0.4418284283030682,5,(((NOT Right Leg reach ground) AND (V_y Low OR V_y Upward)) OR X Coord Outside Wider Center),0.062169034,0.3358096,-0.25338197,-0.033535987
580,0.4318514899853444,5,((((Right Leg reach ground AND V_y Low) OR Angular Velocity High (left)) AND V_x Low) AND Y Coord Near Ground),-0.043235168,0.0039583887,0.041991685,-0.045687996
706,0.4015558436747546,6,((((NOT Right Leg reach ground) AND (V_x High OR Y Coord Near Ground)) AND X Coord In Center) OR Large Angle (left)),0.21200533,0.22679016,-0.00252023,-0.19617593
529,0.3929121725731895,8,(((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND (NOT Large Angle (right))) AND (NOT V_y Upward)) OR Large Angle (left)),-0.004519377,-0.01222701,0.052955575,0.0074796183
488,0.3583892617449664,4,((Large Angle (left) AND Y Coord Near Ground) AND (NOT Right Leg reach ground)),0.09349492,-0.5271362,0.09145716,0.19836359
504,0.3543046357615894,5,((((NOT X Coord In Center) AND Left Leg reach ground) OR Large Angle (left)) AND Left Leg reach ground),0.01816419,0.021969462,0.033113047,-0.04677165
212,0.3522727272727273,3,((Large Angle (right) AND X Coord In Center) AND V_x Low),-0.29796436,-0.1935702,0.55288494,-0.3352057
167,0.3395573997233748,8,(((((NOT Right Leg reach ground) AND Angle Near 0) OR Large Angle (left)) AND (NOT V_y High)) AND (NOT Left Leg reach ground)),-0.057063833,0.10907171,0.08190771,0.17279604
325,0.3383177570093458,6,((((Angular Velocity High (right) OR V_x High) AND V_y Low) AND Angle Near 0) AND (NOT Left Leg reach ground)),-0.013403704,0.081854574,-0.009895539,0.0022192425
368,0.3312945973496432,7,(((((NOT Right Leg reach ground) AND Y Coord Near Ground) OR Angular Velocity High (left)) AND X Coord In Center) AND (NOT V_y High)),0.13216262,-0.02308841,0.14518444,-0.31344748
397,0.2953451043338684,5,((((NOT Right Leg reach ground) AND Y Coord Near Ground) AND X Coord In Center) AND V_x Low),-0.010366581,-0.04214013,0.025051048,0.024436101
192,0.1777251184834123,4,(((Angular Velocity High (right) AND V_x Low) AND Y Coord Near Ground) AND X Coord In Center),0.05901481,-0.04941902,0.066844776,0.025158878
