neuron,iou,feature_length,best lab
105,0.8093869731800766,4,(((V_y High OR Y Coord Near Ground) OR Large Angle) OR V_x High)
126,0.0,1,Null
127,0.0,1,Null
107,0.78499877840215,10,(((((((NOT Left Leg reach ground) AND (V_x High OR V_y Low)) OR Y Coord Far From Ground) OR Angular Velocity High) AND (NOT Left Leg reach ground)) OR X Coord Outside Wider Center) OR V_y High)
110,0.43331939799331104,7,((((NOT Left Leg reach ground) AND Y Coord Near Ground) AND (NOT V_y High)) AND (NOT X Coord Outside Wider Center))
111,0.44765957446808513,4,(((NOT X Coord In Center) AND Y Coord Far From Ground) AND V_y Low)
122,0.9153164169978599,6,(((((Angular Velocity Low OR V_y Low) OR V_x High) OR Left Leg reach ground) OR Y Coord Far From Ground) OR X Coord Outside Wider Center)
113,0.9883,2,(Angle Near 0 OR Large Angle)
124,0.767743979721166,5,((((Angle Near 0 OR Angular Velocity High) OR Left Leg reach ground) OR Right Leg reach ground) OR V_y Upward)
125,0.5845945945945946,1,Y Coord Far From Ground
