neuron,iou,feature_length,best lab
44,0.7140029688273132,4,((Large Angle OR V_y High) AND (NOT Left Leg reach ground))
64,0.0,1,Null
65,0.0,1,Null
66,0.0,1,Null
67,0.0,1,Null
68,0.0,1,Null
69,0.0,1,Null
41,1.0,2,(V_x High OR V_x Low)
71,0.0,1,Null
72,0.0,1,Null
73,0.0,1,Null
49,0.6188071188071188,3,((Angular Velocity High OR Left Leg reach ground) OR Right Leg reach ground)
46,0.650618258353065,3,((Left Leg reach ground OR Right Leg reach ground) OR Angular Velocity High)
76,0.0,1,Null
77,0.0,1,Null
55,0.44337811900191937,3,((X Coord In Center AND Y Coord Far From Ground) AND V_y Low)
63,0.9406,2,(Angle Near 0 OR Large Angle)
59,0.952,2,(Angle Near 0 OR Large Angle)
61,0.34205607476635513,2,(V_x Low AND V_y High)
70,0.3692205344273201,3,((V_y High OR Y Coord Near Ground) OR X Coord Outside Wider Center)
83,0.0,1,Null
84,0.0,1,Null
85,0.0,1,Null
75,0.7738432483474976,1,Left Leg reach ground
87,0.0,1,Null
88,0.0,1,Null
79,0.8161157024793388,1,Right Leg reach ground
74,0.2891640866873065,4,((Large Angle OR X Coord Outside Wider Center) AND (NOT Y Coord Far From Ground))
91,0.0,1,Null
92,0.0,1,Null
80,0.8830787309048178,1,Left Leg reach ground
81,0.7904145476961011,3,((V_x Low AND Y Coord Near Ground) OR Left Leg reach ground)
95,0.0,1,Null
82,0.36816501264837515,5,(((NOT Right Leg reach ground) AND Y Coord Near Ground) AND (NOT V_y Upward))
97,0.0,1,Null
98,0.0,1,Null
78,0.4664985590778098,3,((Angular Velocity High OR Y Coord Far From Ground) OR X Coord Outside Wider Center)
100,0.0,1,Null
101,0.0,1,Null
86,0.48081841432225064,3,((NOT V_y High) AND Y Coord Far From Ground)
103,0.0,1,Null
89,0.8519215264713786,4,((Angular Velocity Low OR V_x High) AND (NOT Left Leg reach ground))
90,0.7485153314749727,4,((Angular Velocity Low OR X Coord In Center) AND (NOT Left Leg reach ground))
106,0.0,1,Null
94,0.47127222982216144,4,(((NOT V_y High) AND Y Coord Far From Ground) AND X Coord In Center)
108,0.0,1,Null
96,0.8980234578627281,3,((V_y High OR Y Coord Near Ground) OR Large Angle)
99,0.2206432311144353,4,(((NOT Angle Near 0) AND Angular Velocity High) OR X Coord Outside Wider Center)
104,0.7859798194370685,1,Y Coord Far From Ground
112,0.0,1,Null
93,0.8442648112145708,3,((V_x Low OR Y Coord Far From Ground) OR V_y Low)
114,0.0,1,Null
115,0.0,1,Null
116,0.0,1,Null
117,0.0,1,Null
118,0.0,1,Null
119,0.0,1,Null
120,0.0,1,Null
121,0.0,1,Null
102,0.24806905951840072,3,((NOT Y Coord Far From Ground) AND Angular Velocity High)
105,0.802870090634441,3,((V_y High OR Y Coord Near Ground) OR Large Angle)
123,0.0,1,Null
109,0.8945022288261516,3,((Left Leg reach ground AND Right Leg reach ground) AND Angular Velocity Low)
126,0.0,1,Null
127,0.0,1,Null
107,0.7532143302958432,4,((NOT Left Leg reach ground) AND (V_x High OR V_y Low))
110,0.4253154253154253,5,(((NOT Left Leg reach ground) AND Y Coord Near Ground) AND (NOT V_y High))
111,0.44765957446808513,4,(((NOT X Coord In Center) AND Y Coord Far From Ground) AND V_y Low)
113,0.9883,2,(Angle Near 0 OR Large Angle)
122,0.9144816458249294,3,((Angle Near 0 OR Angular Velocity Low) OR V_y Low)
124,0.7643951399894348,3,((Angle Near 0 OR Angular Velocity High) OR Left Leg reach ground)
125,0.5845945945945946,1,Y Coord Far From Ground
